name;align;eye;hair;sex;appearances;first_appearance
Malcolm Donalbain (Earth-616);Злой персонаж;;Каштановые волосы;Мужской персонаж;3;1972
Marlene Blackgar (Earth-616);Злой персонаж;Белые глаза;Каштановые волосы;Женский персонаж;3;1972
Miles Blackgar (Earth-616);Злой персонаж;;;Мужской персонаж;3;1972
Morton Clegstead (Earth-616);Нейтральный персонаж;;;Мужской персонаж;3;1972
Night Phantom (Robot) (Earth-616);Злой персонаж;;;;3;1972
Orkie (Earth-616);Нейтральный персонаж;;Белые волосы;Мужской персонаж;3;1972
Otto Kronsteig (Earth-616);Злой персонаж;Голубые глаза;;Мужской персонаж;3;1972
Quirt (Earth-616);Злой персонаж;;Каштановые волосы;Мужской персонаж;3;1972
Shirlee Bryant (Earth-616);Злой персонаж;Голубые глаза;Русые волосы;Женский персонаж;3;1972
Sir Ram (Earth-616);Добрый персонаж;;;Мужской персонаж;3;1972
Tyler Stuart (Earth-616);Добрый персонаж;;Белые волосы;Мужской персонаж;3;1972
William Nelson (Earth-616);Добрый персонаж;Голубые глаза;Каштановые волосы;Мужской персонаж;3;1972
Zabo Donalbain (Earth-616);Злой персонаж;;;Мужской персонаж;3;1972
Alejandro Cortez (Earth-616);Злой персонаж;Темно-карие глаза;Черные волосы;Мужской персонаж;3;1973
Arkus (Earth-616);;;Черные волосы;Мужской персонаж;3;1973
Atalis (Earth-616);;Темно-карие глаза;;Мужской персонаж;3;1973
Baron Samedi (AIM) (Earth-616);Злой персонаж;;Белые волосы;Мужской персонаж;3;1973
Frances Delon (Earth-616);Добрый персонаж;;Русые волосы;Женский персонаж;3;1973
Jacob Reiss (Earth-616);;;;Мужской персонаж;3;1973
Kathulos (Earth-616);Злой персонаж;;Без волос;Мужской персонаж;3;1973
Marguerita (Earth-616);Злой персонаж;Голубые глаза;Белые волосы;Женский персонаж;3;1973
Raman (Earth-616);Добрый персонаж;;Черные волосы;Мужской персонаж;3;1973
Skragg (Earth-616);Злой персонаж;Зеленые глаза;Без волос;Мужской персонаж;3;1973
Terrex (Earth-616);Злой персонаж;;Без волос;Мужской персонаж;3;1973
Thann (Earth-616);;;;Мужской персонаж;3;1973
Vanessa Brooks (Earth-616);Нейтральный персонаж;Темно-карие глаза;Черные волосы;Женский персонаж;3;1973
William Frankenstein (Earth-616);Нейтральный персонаж;;Черные волосы;Мужской персонаж;3;1973
Algon (Earth-616);Злой персонаж;;;Мужской персонаж;3;1974
Anton Vierken (Earth-616);Злой персонаж;;;Мужской персонаж;3;1974
Ape God (Earth-616);;;;Мужской персонаж;3;1974
Barachuudar (Earth-616);Злой персонаж;;Без волос;Мужской персонаж;3;1974
Baron Thunder (Earth-616);Злой персонаж;;;Мужской персонаж;3;1974
Ben Vincent (Earth-616);;;Черные волосы;Мужской персонаж;3;1974
Brian Lazarus (Earth-616);Нейтральный персонаж;Голубые глаза;Русые волосы;Мужской персонаж;3;1974
Bruno (Hunchback) (Earth-616);Злой персонаж;;;Мужской персонаж;3;1974
Cobrah (Earth-616);Злой персонаж;;Без волос;Мужской персонаж;3;1974
Crackerjack Jackson (Earth-616);Добрый персонаж;Темно-карие глаза;;Мужской персонаж;3;1974
Darrel Daniel (Earth-616);;Темно-карие глаза;Русые волосы;Мужской персонаж;3;1974
Dracus (Earth-616);Злой персонаж;;;Мужской персонаж;3;1974
Exterminators (Earth-616);Злой персонаж;;;;3;1974
Grigory Russoff (Earth-616);Нейтральный персонаж;Темно-карие глаза;Черные волосы;Мужской персонаж;3;1974
Ivan (Frankenstein) (Earth-616);Злой персонаж;Черные глаза;Черные волосы;Мужской персонаж;3;1974
Janice Caccone (Earth-616);Нейтральный персонаж;;;Женский персонаж;3;1974
Julia Winters (from Monsters Unleashed) (Earth-616);Нейтральный персонаж;;;Женский персонаж;3;1974
June Volper (Earth-616);;;;Женский персонаж;3;1974
Kaballa (Earth-616);Злой персонаж;;Без волос;Мужской персонаж;3;1974
Linbythoum (Earth-616);Злой персонаж;;;Мужской персонаж;3;1974
Lord I (Earth-616);;Один глаз;;Мужской персонаж;3;1974
Louis Belski (Earth-616);Злой персонаж;;Черные волосы;Мужской персонаж;3;1974
Mendinao (Wakandian) (Earth-616);;;;Мужской персонаж;3;1974
Moondog the Malicious (Earth-616);Злой персонаж;;;Мужской персонаж;3;1974
Rowregyynac (Earth-616);Злой персонаж;;;Мужской персонаж;3;1974
Snakar (Earth-616);Злой персонаж;;;Мужской персонаж;3;1974
Sombre (Earth-616);Злой персонаж;Темно-карие глаза;Черные волосы;Мужской персонаж;3;1974
Steve Rand (Earth-616);Злой персонаж;;;Мужской персонаж;3;1974
Steven Caccone (Earth-616);Нейтральный персонаж;;Черные волосы;Мужской персонаж;3;1974
Triple-Iron (Earth-616);Злой персонаж;;;Мужской персонаж;3;1974
Weezhil (Earth-616);Злой персонаж;;Каштановые волосы;Мужской персонаж;3;1974
Winston Redditch (Earth-616);Злой персонаж;;Русые волосы;Мужской персонаж;3;1974
Yentron (Earth-616);Злой персонаж;;;;3;1974
Yvette Steckley (Earth-616);Нейтральный персонаж;;Русые волосы;Женский персонаж;3;1974
Zannarth (Earth-616);Злой персонаж;Желтые глаза;Черные волосы;Мужской персонаж;3;1974
Astrid Josefson (Earth-616);Добрый персонаж;;;Женский персонаж;3;1975
Bernard Kloss (Earth-616);;;;Мужской персонаж;3;1975
Charlton Grundge (Earth-616);Нейтральный персонаж;;;Мужской персонаж;3;1975
Christine Sandt (Earth-616);;;;Женский персонаж;3;1975
Daniel Madrox (Earth-616);Добрый персонаж;Голубые глаза;Каштановые волосы;Мужской персонаж;3;1975
Danielle Nicolle (Earth-616);Злой персонаж;;;Женский персонаж;3;1975
Egeus (Earth-616);Злой персонаж;;Без волос;Мужской персонаж;3;1975
George Teekle (Earth-616);Нейтральный персонаж;;;Мужской персонаж;3;1975
Ivan Carmichael (Earth-616);;;;Мужской персонаж;3;1975
Janice Foswell (Earth-616);Злой персонаж;;;Женский персонаж;3;1975
Jess Duncan (Earth-616);;;Черные волосы;Мужской персонаж;3;1975
Joan Madrox (Earth-616);Добрый персонаж;Голубые глаза;Каштановые волосы;Женский персонаж;3;1975
